ID,Caseid,Activity,Urgency,Impact,Priority,StartDate,EndDate,TicketStatus,UpdateDateTime,Duration,Origin,Class
4184,CS_318915,Design,1,3,3,2023-01-07,2023-03-16,Open,"2024-05-03 16:27:55",68,"Joe S.",Problem
4185,CS_339845,"Password Reset",1,1,1,2023-01-17,2023-01-26,"On Hold","2024-05-03 16:27:55",9,"Bill B.",Incident
4186,CS_685409,Construction,1,3,3,2023-05-01,2023-06-27,"On Hold","2024-05-03 16:27:55",57,"Bill B.",SR
4187,CS_765412,Design,1,3,3,2023-01-21,2023-02-26,"On Hold","2024-05-03 16:27:55",36,"Achmed M.",SR
4188,CS_427891,Design,3,1,3,2023-02-05,2023-02-15,Deployed,"2024-05-03 16:27:55",10,"George E.",Incident
4189,CS_671773,Test,3,2,4,2023-04-28,2023-05-24,"Deployed Failed","2024-05-03 16:27:55",26,"Achmed M.",Incident
4190,CS_593177,Test,3,1,3,2023-01-14,2023-03-27,"Deployed Failed","2024-05-03 16:27:55",72,"Bill B.",SR
4191,CS_724952,Design,2,2,3,2023-02-27,2023-05-24,Deployed,"2024-05-03 16:27:55",86,"Rona E.",SR
4192,CS_457546,Construction,1,3,3,2023-01-01,2023-02-19,"Deployed Failed","2024-05-03 16:27:55",49,"Rona E.",Incident
4193,CS_144831,Construction,1,1,1,2023-01-17,2023-02-01,"In Process","2024-05-03 16:27:55",15,"Rona E.",Problem
4194,CS_181425,Design,1,1,1,2023-02-04,2023-03-15,Deployed,"2024-05-03 16:27:55",39,"George E.",SR
4195,CS_535112,Construction,2,1,2,2023-05-24,2023-06-03,"In Process","2024-05-03 16:27:55",10,"George E.",Incident
4196,CS_102014,Construction,2,3,4,2023-04-07,2023-06-23,Open,"2024-05-03 16:27:55",77,"George E.",Problem
4197,CS_108645,Test,2,3,4,2023-06-17,2023-08-22,"Deployed Failed","2024-05-03 16:27:55",66,"George E.",Incident
4198,CS_854904,"Password Reset",1,1,1,2023-02-28,2023-03-05,"Deployed Failed","2024-05-03 16:27:55",5,"Bill B.",Problem
4199,CS_316773,Test,1,1,1,2023-04-12,2023-07-07,"Deployed Failed","2024-05-03 16:27:55",86,"Joe S.",Change
4200,CS_238616,Design,1,2,2,2023-05-02,2023-06-05,"In Process","2024-05-03 16:27:55",34,"Rona E.",Incident
4201,CS_947558,Design,1,3,3,2023-03-29,2023-06-15,"In Process","2024-05-03 16:27:55",78,"Bill B.",Incident
4202,CS_498943,"Password Reset",2,3,4,2023-01-15,2023-03-16,"On Hold","2024-05-03 16:27:55",60,"Joe S.",Problem
4203,CS_810336,"Password Reset",1,1,1,2023-05-17,2023-07-23,"Deployed Failed","2024-05-03 16:27:55",67,"Achmed M.",SR
4204,CS_831283,"Password Reset",1,2,2,2023-02-01,2023-02-10,Open,"2024-05-03 16:27:55",9,"George E.",Incident
4205,CS_781370,Test,2,2,3,2023-06-21,2023-07-13,"On Hold","2024-05-03 16:27:55",22,"Bill B.",Incident
4206,CS_934922,"Password Reset",1,2,2,2023-03-07,2023-03-25,"In Process","2024-05-03 16:27:56",18,"Achmed M.",SR
4207,CS_434367,Design,1,2,2,2023-05-21,2023-06-13,Deployed,"2024-05-03 16:27:56",23,"Achmed M.",Change
4208,CS_450590,Test,1,2,2,2023-01-18,2023-02-05,"In Process","2024-05-03 16:27:56",18,"Rona E.",Problem
4209,CS_922537,"Password Reset",3,2,4,2023-03-29,2023-06-30,"In Process","2024-05-03 16:27:56",93,"Bill B.",SR
4210,CS_585556,Test,1,2,2,2023-02-25,2023-05-10,"Deployed Failed","2024-05-03 16:27:56",74,"Achmed M.",Problem
4211,CS_290202,Construction,1,1,1,2023-04-01,2023-06-16,"Deployed Failed","2024-05-03 16:27:56",76,"Rona E.",Incident
4212,CS_185916,Design,3,2,4,2023-06-18,2023-09-22,Open,"2024-05-03 16:27:56",96,"Bill B.",Change
4213,CS_151215,Design,3,3,5,2023-03-22,2023-06-28,"Deployed Failed","2024-05-03 16:27:56",98,"Bill B.",SR
4214,CS_388556,Construction,2,1,2,2023-02-04,2023-02-15,"In Process","2024-05-03 16:27:56",11,"Joe S.",SR
4215,CS_313439,"Password Reset",1,2,2,2023-04-11,2023-05-18,"On Hold","2024-05-03 16:27:56",37,"Rona E.",Change
4216,CS_765255,Test,2,2,3,2023-04-18,2023-05-10,Deployed,"2024-05-03 16:27:56",22,"Achmed M.",SR
4217,CS_713647,Design,2,1,2,2023-01-04,2023-02-24,"In Process","2024-05-03 16:27:56",51,"Rona E.",Change
4218,CS_141701,"Password Reset",2,2,3,2023-06-01,2023-06-03,"On Hold","2024-05-03 16:27:56",2,"Rona E.",Change
4219,CS_416703,Design,2,3,4,2023-03-28,2023-05-08,"On Hold","2024-05-03 16:27:56",41,"Joe S.",Problem
4220,CS_900251,Design,1,3,3,2023-04-19,2023-05-08,Deployed,"2024-05-03 16:27:56",19,"Achmed M.",Problem
4221,CS_833336,Design,3,2,4,2023-01-28,2023-05-07,Deployed,"2024-05-03 16:27:56",99,"Joe S.",SR
4222,CS_675710,Test,3,1,3,2023-01-03,2023-03-17,"On Hold","2024-05-03 16:27:56",73,"Achmed M.",Change
4223,CS_470262,Test,3,3,5,2023-06-16,2023-08-03,Open,"2024-05-03 16:27:56",48,"Bill B.",Change
4224,CS_406049,Design,2,3,4,2023-05-31,2023-06-17,Deployed,"2024-05-03 16:27:56",17,"George E.",Problem
4225,CS_521755,Design,2,2,3,2023-06-07,2023-07-02,"On Hold","2024-05-03 16:27:56",25,"Joe S.",Problem
4226,CS_138998,Test,2,3,4,2023-02-19,2023-04-17,Deployed,"2024-05-03 16:27:56",57,"Bill B.",Change
4227,CS_270758,"Password Reset",3,1,3,2023-01-14,2023-04-13,"Deployed Failed","2024-05-03 16:27:56",89,"Rona E.",Incident
4228,CS_574880,Construction,2,2,3,2023-04-25,2023-05-07,"On Hold","2024-05-03 16:27:56",12,"Rona E.",Change
4229,CS_536651,Design,3,1,3,2023-02-07,2023-04-24,"On Hold","2024-05-03 16:27:56",76,"Achmed M.",Incident
4230,CS_370641,Construction,3,1,3,2023-02-20,2023-05-13,Open,"2024-05-03 16:27:56",82,"Rona E.",Incident
4231,CS_246152,Construction,2,3,4,2023-01-05,2023-01-30,Open,"2024-05-03 16:27:56",25,"Joe S.",SR
4232,CS_218193,Design,3,1,3,2023-04-10,2023-04-13,Open,"2024-05-03 16:27:56",3,"Bill B.",Change
4233,CS_254998,"Password Reset",3,3,5,2023-06-26,2023-08-25,"In Process","2024-05-03 16:27:56",60,"Bill B.",Incident
4234,CS_395280,Construction,1,3,3,2023-05-19,2023-06-08,"In Process","2024-05-03 16:27:56",20,"Rona E.",Problem
4235,CS_840696,Test,2,3,4,2023-03-26,2023-05-29,Open,"2024-05-03 16:27:56",64,"George E.",Change
4236,CS_262308,Test,3,3,5,2023-06-25,2023-07-27,"In Process","2024-05-03 16:27:56",32,"Rona E.",Problem
4237,CS_736438,Test,3,2,4,2023-02-20,2023-03-23,Open,"2024-05-03 16:27:56",31,"Bill B.",Change
4238,CS_451586,"Password Reset",1,1,1,2023-03-15,2023-05-09,"Deployed Failed","2024-05-03 16:27:56",55,"Bill B.",Change
4239,CS_676456,"Password Reset",3,2,4,2023-02-19,2023-05-14,Deployed,"2024-05-03 16:27:56",84,"Achmed M.",SR
4240,CS_839114,"Password Reset",3,1,3,2023-05-15,2023-06-26,"Deployed Failed","2024-05-03 16:27:56",42,"Joe S.",SR
4241,CS_781064,Design,2,3,4,2023-06-07,2023-06-26,Deployed,"2024-05-03 16:27:56",19,"George E.",SR
4242,CS_906319,Construction,1,1,1,2023-04-13,2023-05-26,Open,"2024-05-03 16:27:56",43,"Achmed M.",Incident
4243,CS_136798,Design,3,2,4,2023-01-20,2023-04-10,"Deployed Failed","2024-05-03 16:27:56",80,"George E.",SR
4244,CS_971610,Construction,3,2,4,2023-01-14,2023-03-31,Open,"2024-05-03 16:27:56",76,"Bill B.",Incident
4245,CS_221357,Test,1,3,3,2023-04-22,2023-06-16,"In Process","2024-05-03 16:27:56",55,"Achmed M.",Incident
4246,CS_795562,Test,1,1,1,2023-06-20,2023-07-08,Deployed,"2024-05-03 16:27:56",18,"Rona E.",Incident
4247,CS_887607,Construction,1,3,3,2023-05-08,2023-06-18,"On Hold","2024-05-03 16:27:56",41,"George E.",SR
4248,CS_736356,Test,3,2,4,2023-04-30,2023-07-03,Deployed,"2024-05-03 16:27:56",64,"George E.",Problem
4249,CS_175792,"Password Reset",2,3,4,2023-03-03,2023-06-02,"Deployed Failed","2024-05-03 16:27:56",91,"Bill B.",Problem
4250,CS_926210,Test,2,3,4,2023-02-08,2023-04-10,Open,"2024-05-03 16:27:56",61,"Achmed M.",Problem
4251,CS_166677,Test,2,3,4,2023-06-22,2023-07-10,"On Hold","2024-05-03 16:27:56",18,"Rona E.",Problem
4252,CS_553843,"Password Reset",2,2,3,2023-03-14,2023-03-24,"On Hold","2024-05-03 16:27:56",10,"Bill B.",Problem
4253,CS_934883,Design,1,1,1,2023-05-31,2023-06-28,"On Hold","2024-05-03 16:27:56",28,"Achmed M.",SR
4254,CS_617752,"Password Reset",3,3,5,2023-01-09,2023-04-08,Open,"2024-05-03 16:27:56",89,"Achmed M.",SR
4255,CS_920123,Test,3,2,4,2023-02-23,2023-05-08,"Deployed Failed","2024-05-03 16:27:56",74,"Achmed M.",Change
4256,CS_613965,Construction,2,2,3,2023-03-07,2023-03-09,"Deployed Failed","2024-05-03 16:27:56",2,"Achmed M.",Problem
4257,CS_919937,Test,2,1,2,2023-01-17,2023-02-03,"On Hold","2024-05-03 16:27:56",17,"Achmed M.",Problem
4258,CS_500682,"Password Reset",2,3,4,2023-05-23,2023-07-01,"On Hold","2024-05-03 16:27:56",39,"George E.",Incident
4259,CS_216100,"Password Reset",2,2,3,2023-02-20,2023-03-31,Open,"2024-05-03 16:27:56",39,"Rona E.",Problem
4260,CS_513440,Design,2,2,3,2023-05-07,2023-08-02,"In Process","2024-05-03 16:27:56",87,"George E.",Problem
4261,CS_929351,Construction,2,2,3,2023-06-28,2023-10-06,Open,"2024-05-03 16:27:56",100,"Joe S.",Problem
4262,CS_194748,Construction,2,2,3,2023-06-24,2023-08-02,Deployed,"2024-05-03 16:27:56",39,"Rona E.",SR
4263,CS_136624,Design,1,2,2,2023-06-17,2023-08-13,"In Process","2024-05-03 16:27:56",57,"Achmed M.",Problem
4264,CS_945956,Test,2,3,4,2023-04-21,2023-06-02,Deployed,"2024-05-03 16:27:56",42,"Achmed M.",Change
4265,CS_359907,Construction,3,2,4,2023-01-04,2023-03-02,"On Hold","2024-05-03 16:27:56",57,"Achmed M.",Change
4266,CS_238292,Construction,2,2,3,2023-03-17,2023-03-20,"On Hold","2024-05-03 16:27:56",3,"George E.",Change
4267,CS_289319,Test,1,1,1,2023-05-09,2023-06-24,Open,"2024-05-03 16:27:56",46,"Achmed M.",Problem
4268,CS_993755,Construction,3,3,5,2023-05-29,2023-07-06,"On Hold","2024-05-03 16:27:56",38,"George E.",Incident
4269,CS_569090,"Password Reset",3,2,4,2023-04-16,2023-04-23,Open,"2024-05-03 16:27:56",7,"Achmed M.",SR
4270,CS_400027,Test,3,2,4,2023-01-26,2023-04-11,Open,"2024-05-03 16:27:56",75,"Achmed M.",Incident
4271,CS_444317,"Password Reset",3,3,5,2023-05-20,2023-06-29,"Deployed Failed","2024-05-03 16:27:56",40,"Achmed M.",Incident
4272,CS_553732,Construction,2,3,4,2023-05-30,2023-09-02,Deployed,"2024-05-03 16:27:56",95,"Bill B.",Change
4273,CS_778064,Construction,3,3,5,2023-02-09,2023-04-03,"On Hold","2024-05-03 16:27:56",53,"Bill B.",Problem
4274,CS_363907,"Password Reset",2,3,4,2023-06-10,2023-07-02,Open,"2024-05-03 16:27:56",22,"Achmed M.",SR
4275,CS_445779,Test,2,1,2,2023-06-28,2023-08-26,"In Process","2024-05-03 16:27:56",59,"Joe S.",SR
4276,CS_417952,Test,3,3,5,2023-05-09,2023-06-14,"On Hold","2024-05-03 16:27:56",36,"Achmed M.",SR
4277,CS_264552,Construction,3,2,4,2023-01-24,2023-04-25,"In Process","2024-05-03 16:27:56",91,"Bill B.",Change
4278,CS_790289,Design,2,1,2,2023-05-25,2023-05-30,"On Hold","2024-05-03 16:27:56",5,"Achmed M.",Incident
4279,CS_208264,Design,1,2,2,2023-06-04,2023-06-11,"Deployed Failed","2024-05-03 16:27:56",7,"Achmed M.",SR
4280,CS_781075,Construction,1,1,1,2023-05-11,2023-06-07,Open,"2024-05-03 16:27:56",27,"Joe S.",SR
4281,CS_914858,Design,1,2,2,2023-06-28,2023-07-14,"On Hold","2024-05-03 16:27:56",16,"George E.",Incident
4282,CS_990282,Test,1,1,1,2023-06-21,2023-08-13,"On Hold","2024-05-03 16:27:56",53,"George E.",Problem
4283,CS_806202,"Password Reset",2,1,2,2023-02-05,2023-03-05,Open,"2024-05-03 16:27:56",28,"George E.",Change
4284,CS_503913,"Password Reset",2,3,4,2023-05-12,2023-06-24,"Deployed Failed","2024-05-03 16:27:56",43,"Rona E.",Change
4285,CS_840102,Construction,2,2,3,2023-02-22,2023-04-09,Open,"2024-05-03 16:27:56",46,"Joe S.",Problem
4286,CS_892922,Test,1,2,2,2023-01-17,2023-03-03,Open,"2024-05-03 16:27:56",45,"George E.",SR
4287,CS_986585,"Password Reset",2,3,4,2023-04-24,2023-07-05,Open,"2024-05-03 16:27:56",72,"Achmed M.",Change
4288,CS_466514,Test,3,1,3,2023-04-23,2023-07-26,Open,"2024-05-03 16:27:56",94,"George E.",Incident
4289,CS_136559,Test,1,2,2,2023-01-19,2023-01-29,Open,"2024-05-03 16:27:56",10,"Bill B.",Change
4290,CS_656977,Test,2,3,4,2023-01-29,2023-03-04,"In Process","2024-05-03 16:27:56",34,"Achmed M.",Problem
4291,CS_424079,"Password Reset",2,3,4,2023-02-21,2023-05-09,"In Process","2024-05-03 16:27:56",77,"Rona E.",SR
4292,CS_281383,Test,1,1,1,2023-06-05,2023-06-11,"On Hold","2024-05-03 16:27:56",6,"George E.",Change
4293,CS_233866,Test,1,3,3,2023-02-16,2023-03-10,Open,"2024-05-03 16:27:56",22,"Achmed M.",Incident
4294,CS_867846,Design,1,1,1,2023-01-29,2023-04-18,"On Hold","2024-05-03 16:27:56",79,"George E.",Problem
4295,CS_868877,Test,2,3,4,2023-06-27,2023-09-20,Open,"2024-05-03 16:27:56",85,"George E.",Change
4296,CS_371025,Design,3,2,4,2023-05-27,2023-08-18,Deployed,"2024-05-03 16:27:56",83,"Rona E.",Change
4297,CS_205406,Construction,2,3,4,2023-05-15,2023-06-04,"Deployed Failed","2024-05-03 16:27:56",20,"George E.",Problem
4298,CS_743708,Test,1,3,3,2023-06-21,2023-09-22,Deployed,"2024-05-03 16:27:56",93,"Joe S.",Change
4299,CS_695295,Construction,1,2,2,2023-05-01,2023-08-03,"On Hold","2024-05-03 16:27:56",94,"George E.",Incident
4300,CS_364500,Construction,2,1,2,2023-05-21,2023-05-28,"In Process","2024-05-03 16:27:56",7,"Bill B.",SR
4301,CS_737949,Test,2,2,3,2023-02-25,2023-02-26,Deployed,"2024-05-03 16:27:56",1,"George E.",Problem
4302,CS_787435,Construction,2,2,3,2023-01-26,2023-03-27,"In Process","2024-05-03 16:27:56",60,"Rona E.",Change
4303,CS_836341,Construction,3,3,5,2023-03-28,2023-04-08,"Deployed Failed","2024-05-03 16:27:56",11,"Rona E.",Change
4304,CS_296379,Construction,2,2,3,2023-06-08,2023-09-16,"Deployed Failed","2024-05-03 16:27:56",100,"Bill B.",Change
4305,CS_576004,Design,1,3,3,2023-05-07,2023-07-31,"Deployed Failed","2024-05-03 16:27:56",85,"George E.",Problem
4306,CS_377527,Design,2,3,4,2023-04-22,2023-05-09,"Deployed Failed","2024-05-03 16:27:56",17,"George E.",Problem
4307,CS_931332,Test,3,2,4,2023-04-09,2023-05-18,"On Hold","2024-05-03 16:27:56",39,"Rona E.",Problem
4308,CS_902509,Design,2,3,4,2023-03-21,2023-06-13,Deployed,"2024-05-03 16:27:56",84,"Bill B.",Change
4309,CS_411274,Design,2,1,2,2023-02-23,2023-05-31,"Deployed Failed","2024-05-03 16:27:56",97,"Rona E.",Problem
4310,CS_626290,"Password Reset",2,3,4,2023-06-21,2023-08-27,"On Hold","2024-05-03 16:27:56",67,"Rona E.",SR
4311,CS_794828,Construction,3,3,5,2023-01-04,2023-03-18,"In Process","2024-05-03 16:27:56",73,"Achmed M.",Change
4312,CS_834289,Construction,2,1,2,2023-06-19,2023-07-21,"On Hold","2024-05-03 16:27:56",32,"George E.",Problem
4313,CS_632092,Design,3,2,4,2023-03-09,2023-05-27,Open,"2024-05-03 16:27:56",79,"Bill B.",Incident
4314,CS_661523,"Password Reset",3,1,3,2023-06-26,2023-07-31,Deployed,"2024-05-03 16:27:56",35,"George E.",SR
4315,CS_842615,Test,3,3,5,2023-06-13,2023-08-21,"On Hold","2024-05-03 16:27:56",69,"Joe S.",Change
4316,CS_528511,Test,1,3,3,2023-04-22,2023-06-23,"On Hold","2024-05-03 16:27:56",62,"George E.",Incident
4317,CS_237244,Test,2,3,4,2023-06-17,2023-08-27,Open,"2024-05-03 16:27:56",71,"Joe S.",Incident
4318,CS_240886,Design,1,3,3,2023-03-05,2023-05-15,"On Hold","2024-05-03 16:27:56",71,"Rona E.",Incident
4319,CS_987826,Design,3,1,3,2023-01-28,2023-03-01,"In Process","2024-05-03 16:27:56",32,"Achmed M.",Problem
4320,CS_531564,Design,3,1,3,2023-01-17,2023-02-21,"In Process","2024-05-03 16:27:56",35,"Achmed M.",SR
4321,CS_455770,Construction,1,2,2,2023-02-12,2023-04-15,Deployed,"2024-05-03 16:27:56",62,"Achmed M.",SR
4322,CS_672673,Test,2,2,3,2023-05-10,2023-07-31,"On Hold","2024-05-03 16:27:56",82,"George E.",Incident
4323,CS_386783,Construction,3,3,5,2023-01-07,2023-03-14,Open,"2024-05-03 16:27:56",66,"Rona E.",Change
4324,CS_643316,Design,2,1,2,2023-06-01,2023-08-23,"In Process","2024-05-03 16:27:56",83,"Bill B.",Incident
4325,CS_471490,Test,2,3,4,2023-04-07,2023-05-29,"In Process","2024-05-03 16:27:56",52,"Rona E.",Problem
4326,CS_955872,Test,3,3,5,2023-06-12,2023-07-30,Deployed,"2024-05-03 16:27:56",48,"Achmed M.",Incident
4327,CS_362863,Construction,1,2,2,2023-06-24,2023-09-01,"On Hold","2024-05-03 16:27:56",69,"Achmed M.",Change
4328,CS_609076,Design,3,3,5,2023-02-10,2023-05-06,"On Hold","2024-05-03 16:27:56",85,"Bill B.",Problem
4329,CS_832836,Test,1,2,2,2023-05-17,2023-05-26,"In Process","2024-05-03 16:27:56",9,"Rona E.",SR
4330,CS_701782,Design,1,2,2,2023-01-17,2023-02-17,Open,"2024-05-03 16:27:56",31,"George E.",Incident
4331,CS_730036,"Password Reset",1,3,3,2023-02-14,2023-04-15,"Deployed Failed","2024-05-03 16:27:56",60,"Joe S.",SR
4332,CS_126933,Design,1,2,2,2023-01-01,2023-03-12,Open,"2024-05-03 16:27:56",70,"Bill B.",Problem
4333,CS_935343,Test,1,2,2,2023-01-25,2023-03-03,"In Process","2024-05-03 16:27:56",37,"Achmed M.",Incident
4334,CS_400074,"Password Reset",3,1,3,2023-04-08,2023-04-20,"In Process","2024-05-03 16:27:56",12,"Rona E.",Incident
4335,CS_383535,Test,1,2,2,2023-06-22,2023-08-20,"Deployed Failed","2024-05-03 16:27:56",59,"George E.",Change
4336,CS_896859,Test,1,2,2,2023-06-20,2023-09-16,"On Hold","2024-05-03 16:27:56",88,"Achmed M.",Change
4337,CS_542252,Design,3,2,4,2023-01-25,2023-04-17,Open,"2024-05-03 16:27:56",82,"Rona E.",Incident
4338,CS_689225,Construction,3,2,4,2023-04-21,2023-06-17,Deployed,"2024-05-03 16:27:56",57,"Joe S.",Incident
4339,CS_516308,Test,2,3,4,2023-06-28,2023-08-29,"On Hold","2024-05-03 16:27:56",62,"Rona E.",SR
4340,CS_585530,"Password Reset",2,2,3,2023-06-27,2023-07-17,Open,"2024-05-03 16:27:56",20,"George E.",Incident
4341,CS_233217,Test,3,1,3,2023-05-05,2023-05-22,Open,"2024-05-03 16:27:56",17,"Joe S.",SR
4342,CS_789061,Test,1,3,3,2023-05-16,2023-07-15,"Deployed Failed","2024-05-03 16:27:56",60,"Joe S.",SR
4343,CS_578598,"Password Reset",2,1,2,2023-01-18,2023-03-12,Open,"2024-05-03 16:27:56",53,"Rona E.",Problem
4344,CS_907508,Design,2,1,2,2023-03-07,2023-04-07,"Deployed Failed","2024-05-03 16:27:56",31,"Achmed M.",Problem
4345,CS_134226,Test,3,3,5,2023-02-04,2023-03-23,"On Hold","2024-05-03 16:27:56",47,"Joe S.",Problem
4346,CS_403838,Construction,2,3,4,2023-03-28,2023-07-02,"In Process","2024-05-03 16:27:56",96,"Joe S.",Change
4347,CS_453138,Design,3,2,4,2023-03-12,2023-05-25,Deployed,"2024-05-03 16:27:56",74,"Rona E.",Change
4348,CS_462478,Construction,2,1,2,2023-04-08,2023-07-11,"In Process","2024-05-03 16:27:56",94,"Joe S.",Problem
4349,CS_270865,Design,3,2,4,2023-02-11,2023-05-11,"Deployed Failed","2024-05-03 16:27:56",89,"Achmed M.",Incident
4350,CS_189376,"Password Reset",1,2,2,2023-05-26,2023-05-29,"On Hold","2024-05-03 16:27:56",3,"Achmed M.",SR
4351,CS_800114,Test,2,3,4,2023-02-17,2023-05-13,Open,"2024-05-03 16:27:56",85,"Joe S.",Incident
4352,CS_764012,Design,1,2,2,2023-04-23,2023-04-26,"In Process","2024-05-03 16:27:56",3,"Rona E.",Problem
4353,CS_398516,Test,2,2,3,2023-05-07,2023-08-02,"Deployed Failed","2024-05-03 16:27:56",87,"Rona E.",Change
4354,CS_790006,Construction,2,3,4,2023-04-01,2023-04-12,Deployed,"2024-05-03 16:27:56",11,"Bill B.",Incident
4355,CS_515220,"Password Reset",1,1,1,2023-06-23,2023-09-14,Deployed,"2024-05-03 16:27:56",83,"Joe S.",Incident
4356,CS_410024,Design,2,3,4,2023-06-23,2023-07-29,"On Hold","2024-05-03 16:27:56",36,"Bill B.",Problem
4357,CS_403961,"Password Reset",1,3,3,2023-03-01,2023-05-25,Open,"2024-05-03 16:27:56",85,"Joe S.",Problem
4358,CS_348117,"Password Reset",3,2,4,2023-04-30,2023-06-29,"On Hold","2024-05-03 16:27:56",60,"Bill B.",Incident
4359,CS_795050,Design,2,1,2,2023-06-25,2023-09-12,Deployed,"2024-05-03 16:27:56",79,"Achmed M.",Change
4360,CS_525490,Design,1,1,1,2023-01-25,2023-03-05,"In Process","2024-05-03 16:27:56",39,"Bill B.",Incident
4361,CS_903036,Test,2,1,2,2023-04-10,2023-06-23,"In Process","2024-05-03 16:27:56",74,"Bill B.",SR
4362,CS_357115,Test,3,2,4,2023-04-24,2023-06-22,"On Hold","2024-05-03 16:27:56",59,"Rona E.",Incident
4363,CS_870834,Construction,3,2,4,2023-01-30,2023-02-24,Open,"2024-05-03 16:27:56",25,"Achmed M.",Change
4364,CS_233130,"Password Reset",3,3,5,2023-06-21,2023-08-15,"Deployed Failed","2024-05-03 16:27:56",55,"Bill B.",Incident
4365,CS_440888,Construction,3,3,5,2023-04-13,2023-04-29,"On Hold","2024-05-03 16:27:56",16,"Rona E.",Problem
4366,CS_483982,Construction,2,1,2,2023-05-20,2023-07-24,"Deployed Failed","2024-05-03 16:27:56",65,"Bill B.",Problem
4367,CS_507428,Construction,2,3,4,2023-06-20,2023-08-24,Deployed,"2024-05-03 16:27:56",65,"George E.",Change
4368,CS_556130,Design,1,1,1,2023-04-21,2023-07-23,"In Process","2024-05-03 16:27:56",93,"Bill B.",Problem
4369,CS_934098,Construction,1,1,1,2023-06-06,2023-06-17,"In Process","2024-05-03 16:27:56",11,"Joe S.",Problem
4370,CS_172361,Design,2,1,2,2023-02-15,2023-03-22,Open,"2024-05-03 16:27:56",35,"George E.",Change
4371,CS_126860,Construction,2,2,3,2023-06-17,2023-09-20,"On Hold","2024-05-03 16:27:57",95,"Bill B.",Problem
4372,CS_195126,Construction,2,2,3,2023-04-21,2023-05-20,Deployed,"2024-05-03 16:27:57",29,"Rona E.",Incident
4373,CS_862882,Test,3,2,4,2023-02-14,2023-03-03,"Deployed Failed","2024-05-03 16:27:57",17,"Bill B.",Problem
4374,CS_703908,Design,2,3,4,2023-01-26,2023-04-12,"On Hold","2024-05-03 16:27:57",76,"Joe S.",SR
4375,CS_461831,Construction,2,1,2,2023-06-04,2023-07-21,"Deployed Failed","2024-05-03 16:27:57",47,"Achmed M.",SR
4376,CS_618753,"Password Reset",2,1,2,2023-04-28,2023-06-15,Open,"2024-05-03 16:27:57",48,"Bill B.",Change
4377,CS_227345,Construction,3,2,4,2023-02-18,2023-02-21,"Deployed Failed","2024-05-03 16:27:57",3,"Joe S.",Incident
4378,CS_534161,Test,1,2,2,2023-04-22,2023-05-24,"Deployed Failed","2024-05-03 16:27:57",32,"Joe S.",Incident
4379,CS_137618,Design,3,2,4,2023-01-30,2023-05-10,Deployed,"2024-05-03 16:27:57",100,"Bill B.",Change
4380,CS_679401,Design,3,1,3,2023-06-27,2023-07-02,"Deployed Failed","2024-05-03 16:27:57",5,"Rona E.",Incident
4381,CS_422480,Design,2,1,2,2023-06-01,2023-07-31,"On Hold","2024-05-03 16:27:57",60,"Joe S.",Change
4382,CS_446279,Design,2,3,4,2023-04-02,2023-06-29,"Deployed Failed","2024-05-03 16:27:57",88,"George E.",Change
4383,CS_881967,Test,1,1,1,2023-05-24,2023-06-06,"On Hold","2024-05-03 16:27:57",13,"Joe S.",Change
4384,CS_450167,Construction,3,2,4,2023-04-07,2023-05-16,"Deployed Failed","2024-05-03 16:27:57",39,"Achmed M.",Change
4385,CS_613280,Test,3,2,4,2023-03-28,2023-06-17,"Deployed Failed","2024-05-03 16:27:57",81,"Bill B.",Change
4386,CS_988435,Test,3,3,5,2023-03-09,2023-05-12,Open,"2024-05-03 16:27:57",64,"George E.",SR
4387,CS_811735,Design,2,1,2,2023-05-07,2023-07-19,"On Hold","2024-05-03 16:27:57",73,"Achmed M.",SR
4388,CS_886170,Design,3,1,3,2023-02-22,2023-04-21,"In Process","2024-05-03 16:27:57",58,"Rona E.",Incident
4389,CS_393637,Test,3,2,4,2023-05-25,2023-07-16,Open,"2024-05-03 16:27:57",52,"Rona E.",Change
4390,CS_384875,Test,3,2,4,2023-02-16,2023-03-30,"On Hold","2024-05-03 16:27:57",42,"Bill B.",Problem
4391,CS_407884,"Password Reset",2,1,2,2023-03-13,2023-06-13,"Deployed Failed","2024-05-03 16:27:57",92,"Achmed M.",SR
4392,CS_366651,Construction,2,1,2,2023-06-16,2023-07-02,"Deployed Failed","2024-05-03 16:27:57",16,"Joe S.",SR
4393,CS_728875,Construction,1,3,3,2023-01-08,2023-02-26,"On Hold","2024-05-03 16:27:57",49,"Rona E.",Change
4394,CS_274796,Test,3,2,4,2023-05-02,2023-06-14,Open,"2024-05-03 16:27:57",43,"Bill B.",Problem
4395,CS_364721,Test,2,2,3,2023-06-04,2023-08-12,"In Process","2024-05-03 16:27:57",69,"Rona E.",Problem
4396,CS_209279,Test,2,1,2,2023-05-27,2023-06-29,Open,"2024-05-03 16:27:57",33,"Achmed M.",SR
4397,CS_877994,Construction,3,1,3,2023-02-18,2023-03-21,"Deployed Failed","2024-05-03 16:27:57",31,"Joe S.",Incident
4398,CS_517089,Design,1,3,3,2023-02-10,2023-03-21,Open,"2024-05-03 16:27:57",39,"Joe S.",Problem
4399,CS_852414,Construction,1,3,3,2023-06-11,2023-07-15,Deployed,"2024-05-03 16:27:57",34,"George E.",Change
